,const,nn1,nn2,nn3,sm1,sm2,sm3,fft_high1,fft_high2,fft_high3,fft_low1,fft_low2,fft_low3,overlap1,overlap2,overlap3,next1,next2
24,1.0,0.0028277475755350647,0.025794894000534026,0.13940343501945054,0.1264473934049401,0.09759415289751922,0.15404216593790984,-0.1016730603911711,-0.10302035043988303,-0.17225700908686292,0.1321867800611983,0.10032248104649603,-0.18014986005559752,0.24214988384153935,0.09255474656480074,-0.07878411826490396,0.1788579225540161,0.004328766372054815
25,1.0,-0.11158661267393899,-0.25445473022631465,-0.08587191827274314,0.1861454827665007,-0.021870079289667794,-0.10800230128537797,-0.09233064788138262,-0.08466581308722251,-0.16127312780304676,0.14989800646334348,0.051903980022139196,-0.14094424860252588,0.24477588869119868,0.09366739895404085,-0.08457599460985316,0.2373875081539154,0.039492521435022354
26,1.0,-0.04487527505848855,0.05940176917845527,0.08927199547524073,0.13659886767092438,0.08408897844872627,0.1528670403339813,-0.12159065105470143,-0.09561798180030488,-0.02797466696192903,0.14050148135443138,0.04479879118741594,-0.31587799353744034,0.16018742958380502,0.04803820689377633,0.075293260906892,0.2692718207836151,-0.023693058639764786
27,1.0,-0.10169700910475578,-0.26908787853725813,-0.06313482305049409,0.19040716364343077,-0.034454864866870466,-0.1510080476752917,-0.14504767059193446,-0.048354689789674,-0.04729057598083086,0.1420659757020387,0.06662932747660422,-0.24232815962108098,0.16411656370227085,0.03856405198713481,0.07839017816453697,0.4173254072666168,0.018549064174294472
28,1.0,-0.05913957197420761,0.07081098842623954,-0.0845649779377153,0.1565741404499102,0.053445507487508245,0.12608754489744164,-0.10386118148456341,-0.21343731157352017,-0.023695728922255663,0.13339010830707204,0.06764635443799075,-0.06279765034770117,0.1929374802657539,-0.11849259839992213,-0.09522770207063519,0.3842610716819763,-0.02277504839003086
29,1.0,-0.057187533143354834,-0.2898906890483929,-0.05964790283296673,0.19427443873234046,-0.046926609233349625,-0.19402777891393938,-0.09914221015058451,-0.20416363999643958,-0.018375448479299377,0.13584061714827483,0.06263117728289254,-0.022206632316368508,0.19369045238376198,-0.11680622686608481,-0.08482652451624308,0.4529188871383667,0.030170051380991936
30,1.0,-0.17923051853818775,0.07965233879871496,0.009523706082143358,0.15613089675318195,0.054291632319386676,0.12776550167882592,0.016421007916096773,-0.010473432775310995,-0.29857522820654464,0.1482752940651487,-0.039585959914217934,-0.07049182784638272,0.21894241457194957,0.14011190216041722,-0.06878388648962547,0.24785999953746796,-0.06188676878809929
31,1.0,-0.1021760774487625,-0.26169803422037546,-0.08125130459007068,0.19568291926629117,-0.05197139693096734,-0.2113081295115832,-0.0027251301469094517,-0.013762273597297505,-0.29752285671543455,0.14701264938633032,-0.0058730565391520205,-0.04001675242294577,0.22433843728830727,0.12730698168887306,-0.060129517248007316,0.3585436940193176,0.015473791398108006
32,1.0,0.11397437310891469,0.06358510034817727,-0.10880019725763629,-0.12346566490545,0.12851582916105786,-0.012223571153051057,0.004925612405340195,0.030032643275353755,-0.006689438970132551,0.09572108276221347,0.02336229002566322,-0.1619154732351314,0.08513918408109158,-0.06181627919614693,0.20926776538829014,-0.19693316519260406,0.0020068467129021883
33,1.0,-0.016817647100191388,0.1606048690733045,-0.2335682975466926,-0.18810124048434876,0.06350090067363827,0.18655912974776265,0.031241685824939993,0.02214717198089826,0.037654659484689046,0.09277855110091963,-0.018438116193383394,-0.19027978769938517,0.09725954796271691,-0.06628210248446872,0.2009514947926961,-0.34003838896751404,0.0045519680716097355
34,1.0,0.09186167704938505,-0.028959434958622073,-0.15094266954188926,0.041173091376672646,0.16725697170077697,-0.016407940608661502,-0.05306782187969583,0.2494401358539641,0.1307684436184349,0.10424947171165641,0.13510561380665745,0.31880763140084883,0.05805307133015675,-0.15493718381428329,0.10653592630822434,-0.22050786018371582,-0.017176782712340355
35,1.0,0.007284087560425596,0.17957074296611117,-0.23112517044272407,0.018159384962126175,0.1755210496042044,-0.069678579468212,-0.04102571895433419,0.240574116025805,0.13141225517796598,0.11122580603645615,0.11983701340525714,0.2776027423997635,0.05643544305675391,-0.16892574416443054,0.13168013745447255,-0.21321989595890045,0.010098818689584732
36,1.0,0.14654950780235604,0.03166467721853306,-0.04419739717372956,-0.0044503668038523795,0.17920856177115585,-0.11190626481267683,0.0437182514627479,0.14008368311401337,-0.09598173546400464,0.14063893253154108,0.06653391618485657,0.03105471804231964,0.15041831266861683,0.0713209883561528,0.07333146513699737,-0.19547852873802185,-0.00825483538210392
37,1.0,-0.015488171360141025,0.12800157452813982,-0.20588110431933002,-0.021045708091010716,0.17963715327481194,-0.1346115884660857,0.033432593199486715,0.16839954189499629,-0.07464402395826682,0.13638977074748426,0.08774817216626413,0.025718462004375164,0.1498909431933871,0.05060336853087744,0.06528758632093401,-0.2974526882171631,-0.0284480769187212
38,1.0,0.09422923519122557,0.04498663895903323,-0.07652512016351978,0.0049931251000808795,0.17796303611795045,-0.09517999618214133,-0.1200990362815803,-0.007109787227459512,-0.02178087379513124,0.09508226090289332,0.22093531524563934,-0.08542300621843774,0.16282639262168164,-0.03850222483280195,0.11996952921693643,-0.17282676696777344,0.010886122472584248
39,1.0,-0.057694978909861826,0.16505216612948778,-0.2354386025568225,-0.048301192656567266,0.17491077134144425,-0.1480051088323541,-0.1281394107144131,0.0008541326833297657,-0.00939642803616232,0.06193885989904648,0.24485531890248813,-0.055272654213703705,0.15907780157005919,-0.06319310816842105,0.13141362616964025,-0.27594098448753357,0.007763211149722338
40,1.0,0.11232188137041083,-0.025049103355318892,-0.11342669811179872,-0.06546527445908645,0.1667136000777933,-0.12939023458596866,-0.11010745111645857,0.13144692248012832,-0.02125809696641316,0.09200778183702955,0.2673457302388541,0.1426300945232602,0.10385271596811665,-0.07411150212807067,0.2147769291848164,-0.2396930605173111,-0.004625880159437656
41,1.0,-0.05465451496190133,0.17590930562508184,-0.25096466083857893,-0.12732416463936697,0.12568765366494694,-0.00324486802707039,-0.09215818510045731,0.09384561932176856,0.01145777471686312,0.0834878936343888,0.24604656625066076,0.11423869379732954,0.10824116708590258,-0.09506164377524305,0.216279995262642,-0.3022245764732361,-0.008906979113817215
42,1.0,0.1532562253828515,-0.034730486264307185,-0.006505806093496587,0.019636989248771067,0.17508916232206365,-0.06644895241247022,0.0113452675005257,0.10415675597556147,-0.1431863098529335,0.12037540059941648,-0.0021779017866900416,-0.10620321944102185,0.0906533528844322,0.07968696689440193,0.1803419912616922,-0.15597504377365112,0.00151246867608279
43,1.0,-0.004332735361474027,0.1158953529782389,-0.19315004551686693,-0.04524287463567317,0.17583761655449354,-0.14853575459789956,0.02984028203997214,0.11867764878708063,-0.10162103287310764,0.12480375314735793,-0.01235220083574911,-0.09411360148816725,0.10455100554796035,0.05946876067931019,0.1737821534903818,-0.25401896238327026,-0.010007181204855442
44,1.0,0.13323038283826377,0.03472204326819364,-0.09571642385056965,0.018147458489322376,0.17552390001860352,-0.06970316698317507,-0.14532678889161824,-0.07213291746150811,-0.001263799538175815,0.12492873487772942,0.16695570453425118,-0.022666299604852135,0.22140897753523398,-0.02029814951333715,-0.03764325023177648,-0.262769877910614,0.011094416491687298
45,1.0,-0.025522377061002553,0.1816546586117823,-0.20646438421632204,-0.05004263501574577,0.17422930583712243,-0.146902593961591,-0.12428486430861008,-0.07692742454576848,0.02413681817771578,0.10804580477405111,0.14166273174381971,-0.021242761223381635,0.2065880381284482,-0.07603110050473688,0.0016392614301329101,-0.27224960923194885,0.015016182325780392
46,1.0,0.02159874066728215,0.09084750539661547,-0.14459052805352446,0.03773293932982472,0.16880993171255249,-0.02471827751590193,-0.12704242077356503,0.1653716080657397,0.07780132399224024,0.11920791806933387,0.18766126463501367,0.0994631155115165,0.1024513202909905,-0.06722564571559836,0.17959726423262723,-0.23200662434101105,0.016065135598182678
47,1.0,0.01220345841746652,0.14167326727925025,-0.20737850735831237,0.053278842574256594,0.16074131183826523,0.013537436548075613,-0.14272918995826256,0.14329614912247182,0.04446224759830241,0.12664056912193813,0.19213084791354126,0.05828562384114824,0.1146337703800695,-0.0798933352816501,0.21151558125412023,-0.33328279852867126,0.05945952981710434
48,1.0,0.04692777224950107,0.026585199848470943,-0.04686555857448024,0.1530038025326473,0.0597430035172204,0.13620142495554638,0.09961003494852538,0.15290688103465397,0.07932782799200075,0.1345735489519506,-0.025936491981454313,0.0593682055637112,-0.07840982008644935,-0.11672933197182843,0.13875471945941567,-0.07846561074256897,0.07219433039426804
49,1.0,0.15381365623046656,-0.0012617335076693544,0.00354980948358274,0.18445242750595053,-0.017109456119235138,-0.09205942697203325,0.05617012554984157,0.1663010895286134,0.055648517159460044,0.13949679984038385,-0.00587008043867377,0.037874298284594196,-0.06895938750559173,-0.11838114672371469,0.10450405110657518,-0.05427760258316994,0.17396606504917145
50,1.0,0.018244122100626838,0.007258258247168579,0.2413804263791843,0.09123044141948755,0.13355470978915776,0.10377518180407025,0.1729629358519719,0.1487438878428944,0.196571624968148,0.13355512562810187,-0.09667790334467655,0.09749368508569492,-0.06866101952013816,0.21906709448533104,0.059836573307704595,-0.016998186707496643,0.01082637906074524
51,1.0,0.1503938037294226,0.02833196889025379,0.22048608727975028,0.1548636006571896,0.056573491246768734,0.1316602843765949,0.1638121896240315,0.13443000046125306,0.15477843389026893,0.13521800767438863,-0.07636611986426325,0.08411242384848872,-0.06081365160324099,0.23389767620173943,0.08124428319193601,0.00279792957007885,0.14326900243759155
52,1.0,-0.0017521321200749459,0.0324965845792946,-0.11483908761856428,-0.04098668380623411,0.17670677784632693,-0.14709893345450786,0.07207581172241312,0.04308283492908737,0.2709012367467506,0.13070577318680393,-0.03152260938266737,0.16786330095621382,0.033768670408371275,-0.23366675044615878,0.12185913934027631,-0.06114953011274338,-0.06943551450967789
53,1.0,0.1953843751420682,0.037266949529691624,-0.015847168668820907,0.06290759958650262,0.15481858395506673,0.03738954006147802,0.04360796970880952,0.025984367336606546,0.2563914156510772,0.13950453170041216,-0.014660032879377097,0.12430907801589876,0.03933112686810086,-0.24102465919356295,0.12668945907661366,-0.17185969650745392,0.13176454603672028
54,1.0,0.051355843347201884,0.09184239222493805,-0.006177231187009916,0.062427418245150294,0.15513852319956564,0.0362184641528245,0.06230739264472706,-0.2807537623176046,0.2096226675749864,0.13616199595976303,-0.09892396295242412,-0.10348650976954259,0.07857766377264888,-0.22103694208603414,-0.14876667223342413,-0.0808073878288269,-0.02841266617178917
55,1.0,0.20243593240011865,0.03897029811567321,2.642699354574894e-05,0.10981661764326794,0.11601518842431147,0.13632015011605592,0.04987547226884517,-0.2833865525810496,0.20526442926562696,0.13331475589300468,-0.08287231935838801,-0.10821594712187953,0.06672460686065815,-0.21688089763698476,-0.15653767094025622,-0.13222794234752655,0.13478966057300568
56,1.0,0.09671098851290622,0.02446523897806869,0.06702111268404272,0.09866881228598473,0.127180134182264,0.11903564987049657,0.03435206233214857,0.12935296018226514,-0.07152818713402675,0.1226532375963212,0.011610185662271033,0.00423097625014106,0.006502145898537902,0.19575354933729625,0.160452281750152,-0.0255779717117548,0.0041624740697443485
57,1.0,0.18981999102019548,-0.011485256879187134,0.1174845019300539,0.15096666892882032,0.06302084017133287,0.13991371499664004,0.03512113260337654,0.1551283992204974,-0.09539068090936074,0.1336831612683493,0.021916953779679418,0.010143903729553226,0.019416853350731282,0.20416911907725002,0.14953715186217215,-0.06418772786855698,0.16111376881599426
58,1.0,0.08236920827244827,-0.0842579521459114,0.015311291625759197,0.12214503923904971,0.10268647415018738,0.15109395313394172,0.24149350275363474,-0.1493688797915459,-0.041486561917361435,0.14449003083960743,-0.11023580780064163,0.04665015659678199,0.10087834275574344,0.05053635694918553,-0.21489971046487266,-0.016253285109996796,0.025740260258316994
59,1.0,0.18668933081322023,-0.032873106776293556,0.06184730826461074,0.1576431068379491,0.051271352344669424,0.12116250667620615,0.21970467859857215,-0.1754978948848047,-0.034692718077538355,0.1441489973130502,-0.09308454919456734,0.04189245349286409,0.10033189840778103,0.049852313720375206,-0.20986565478725475,-0.005955598317086697,0.15323300659656525
60,1.0,0.1681216989123855,-0.029005401491468862,0.08176794557955093,0.04576545593934024,0.16493832963762495,-0.005119675983412438,0.17218578145918628,-0.057121234911270136,-0.23433604079281603,0.1456136294703309,-0.1189354375577815,-0.005678384161948611,0.10041611144489467,0.10871593694623818,-0.1734942419568316,-0.08812863379716873,0.04208141192793846
61,1.0,0.22357641252494928,-0.013629162541111477,0.1135945769412433,0.12788754056829885,0.09579580853379506,0.15452512714746747,0.17522882134497159,-0.06430580751279379,-0.24614722545379195,0.14350045728100008,-0.09992923526123366,-0.015599867514308299,0.09921935077590477,0.1005324140255531,-0.1698394241745645,-0.051894016563892365,0.22421297430992126
62,1.0,-0.00794777887207411,-0.017819937351546293,0.16500401152929245,-0.009746158948605692,0.17962178458603148,-0.12025558807200327,0.17876726277095964,0.07355432929533111,0.03454023353547873,0.1398764530240142,-0.16348727324882847,0.044917918395045164,0.006433037157872677,0.20142735125374717,0.1598479943682581,-0.007291117217391729,-0.005777735263109207
63,1.0,0.20603290968910387,0.023734010645023427,0.16463576598689034,0.13349561417832465,0.08840286176107057,0.15427929265230372,0.1509436593606692,0.07395190434048882,0.01582259068443184,0.1449332480450141,-0.10144977608758425,0.00595730482496778,0.0082922877480602,0.18948453340764604,0.16610553746957263,-0.04392673820257187,0.09213168919086456
