,const,nn1,nn2,nn3,sm1,sm2,sm3,fft_high1,fft_high2,fft_high3,fft_low1,fft_low2,fft_low3,overlap1,overlap2,overlap3,next1,next2
0,1.0,0.042465873980069783,-0.009458058526442029,0.15614776237246614,-0.07970529928077895,0.15811907723807644,-0.10457097443313783,0.20507938012447596,-0.12165872358763012,-0.03218748934704106,0.10326013422057642,-0.17600826803982234,-0.013412544388629951,0.07584486928158557,0.034409407271438396,-0.1256154777224467,-0.08089784532785416,-0.13656426966190338
1,1.0,-0.19300425536731447,0.0840893647211908,0.13047830829503315,0.09853940507185455,0.12730200232401956,0.11880774363846995,0.19184106439249182,-0.09555808895694118,-0.0361312586860138,0.12931553183747013,-0.11616582465210379,-0.017531857572421698,0.09267716588478625,0.015863817678655356,-0.14212745448315495,0.1380930244922638,-0.06319310516119003
2,1.0,0.09842136672428614,0.05657592208254427,0.12538517868145654,-0.15201012541639292,0.10524590936395695,0.062206723116458806,0.11631944478096007,-0.039123675814078454,0.02692207671085748,0.09568818565927772,-0.028786403943003802,0.015908484851688373,0.08504590936776357,-0.09613343017178225,-0.15664679937319195,-0.1589832603931427,-0.09898752719163895
3,1.0,-0.20407466930220863,0.08385153797788081,0.0991889315122873,0.0759286747347894,0.14542617952765075,0.0685832514191077,0.14294382363537608,-0.1782004325666623,0.08798234939486357,0.14170659489230614,-0.11953799232376372,-0.005824816198742974,0.06893754649282297,-0.057819992897720385,-0.2419509256097524,0.07773163914680481,-0.06260150671005249
4,1.0,0.011495413128595776,0.15676778318857476,0.12700105143552448,-0.17890574519455546,0.07471855410056008,0.1545030422467537,0.15278436666476447,0.00927435798301135,0.09398780019808203,0.08167003313409149,-0.1498823862022356,0.06548488641657357,-0.00445785111361717,0.10781923773162322,-0.03154374726794562,-0.18114565312862396,-0.146876722574234
5,1.0,-0.2308108980053933,0.10478801640933459,0.09490362132168212,-0.020270038638108508,0.179705843507268,-0.13392690214048972,0.13450852384579012,0.05187137948556242,0.06825716455221931,0.10134130905011689,-0.13143109171737,0.019973649271468927,0.04980226549824437,0.1268759314920047,-0.05111830980736658,0.04964989051222801,-0.06909045577049255
6,1.0,0.030007026521456235,0.13277489964376477,0.09322530970492568,-0.059510415329870774,0.16987193220541574,-0.1374968891993339,0.10387968568223142,0.14964846777334856,-0.010300944533093714,0.11340701923884151,-0.0668120398869968,-0.002479248321490296,0.015158383801953383,0.13467300021836426,0.10898713766615792,-0.12494542449712753,-0.0894981324672699
7,1.0,-0.2196762505332756,0.07008573375304451,0.08529633483227064,0.09510306796124199,0.1303422907618474,0.11206757657106493,0.1095989740385019,0.15604990725383935,-0.002072814194636563,0.11379922677947822,-0.06601752681500818,-0.011003544374596275,0.014689365859816911,0.12233077144804516,0.13888455540721578,-0.027250085026025772,-0.04200369492173195
8,1.0,0.03102419355079933,0.11592823655865511,0.0827607114872836,-0.04636285578569437,0.17554245322610054,-0.1485709011992213,0.06891520043500528,0.016317985392777026,0.23794906147969036,0.11760119273090239,0.018510341521827733,0.14895826257076916,0.03108597024198887,-0.08533624308205874,-0.027908313738934987,-0.10138669610023499,-0.06275365501642227
9,1.0,-0.21723059243656545,0.10692961280833661,0.03784983707717653,0.03716245861128017,0.1690371013298971,-0.026065093422585485,0.046972005441194245,-0.006037859312235914,0.26115883281441427,0.12678740763010446,0.018732383303180538,0.13398863999457278,0.04598014439087009,-0.10019885467680216,-0.01727137208223209,0.029968200251460075,-0.04079881310462952
10,1.0,0.05154509011586599,0.10666941735843002,0.035088584526828205,-0.19575863634966142,0.05224508385061648,0.21224313608943654,0.19942489238823843,0.01915698359632263,0.028849382087683284,0.069792305740198,-0.2993437804200711,0.09054298037396191,0.015485587673669506,0.14352850130523254,-0.06455840376845515,-0.20877598226070404,-0.10976644605398178
11,1.0,-0.20770383122183486,0.14366745120381855,0.039572969285738016,-0.14256816982168607,0.11354426854972166,0.03580027182773173,0.25030366006903604,-0.03255664149327158,-0.006944046370791268,0.09434864126801887,-0.310062541637428,0.06631395804859862,0.02193186198590483,0.11110352115362004,-0.08249810806436104,-0.01442442461848259,-0.0833374634385109
12,1.0,0.00228145934480735,0.09095155062212208,0.10982713994513006,-0.14990261603176747,0.10724415501099185,0.05594246469063187,0.16293328301685267,-0.15659714148921494,-0.0022066792515440248,0.08315151546702515,-0.25567439300377,-0.11112866391892645,0.0261659399155309,0.059410956722898846,-0.053842493234893984,-0.1740834265947342,-0.05316044017672539
13,1.0,-0.2182877044441043,0.11267921305839139,0.15595325364891202,-0.01733664164895352,0.17979943118645736,-0.1306123856460274,0.18602137776416042,-0.12589878992413397,0.008664583376493944,0.10450970847377133,-0.20019681393972724,-0.04913292261887468,0.033062264703694104,0.07565902139922018,-0.07692950341515623,0.02478206157684326,-0.06479711085557938
14,1.0,0.06784908432684325,0.0491651835864673,0.13409117717079996,-0.18686031597095884,0.06509743133641713,0.1822657550565882,0.14806305810524603,0.022173747835827685,-0.032169652673619764,0.0508861588980179,-0.050208947870041265,0.366020732049879,0.13307663820600305,-0.05931435993730081,-0.010274639216031346,-0.14337198436260223,-0.06263816356658936
15,1.0,-0.21540352594854711,0.0874563428783055,0.12476018972837319,-0.15152941552600804,0.10573426114753152,0.060697453805946655,0.11878559216687698,0.03323037950036039,-0.04075601658200535,0.06150307311508103,0.012826401997770609,0.3063367251437272,0.1347814058622286,-0.07175166552256992,0.01253105855771642,-0.003195220371708274,-0.0894257053732872
16,1.0,-0.11271835401270806,0.059176489436189424,0.1251974133659743,0.16182619146383623,0.04175020813660725,0.0952381275633841,-0.09113005907937273,0.10524015773610233,0.008821122141099374,0.16433709174099437,0.12038712806478258,-0.11326680868227934,0.12685426796254648,0.2074123161956846,0.06341899101790799,0.19940248131752014,-0.004754585679620504
17,1.0,-0.10911041077565407,-0.23981611924150575,-0.014610240317250457,0.19575863634966142,-0.05224508385061648,-0.21224313608943657,-0.0301271108431928,0.09249252672322662,0.0019254257209222227,0.14997691368418192,0.04493149094521868,-0.0650918160521481,0.13036044777491826,0.23853345838731366,0.03834791717073405,0.3342653512954712,0.03953878581523895
18,1.0,-0.050333279606031435,0.059675650842158805,-0.040229069317360325,0.11800907123455029,0.10732324288246045,0.14693755100735273,-0.0212052810430478,0.0061397127872107665,-0.0350680825355593,0.1455462196790212,0.03807792460460357,0.004319099543395928,0.12397543766162045,0.0056044500164471635,0.07433841707789546,0.28079086542129517,-0.04662846401333809
19,1.0,-0.11115075896071525,-0.2587878331842289,-0.04359706204204742,0.17485314665022575,0.008729400224982902,-0.0074494309706006024,-0.021296195740962916,0.008398448544739305,-0.05498634692141698,0.13923825408502966,0.043462190138041173,-0.013583693833657073,0.13415871001544716,-0.004410753882379004,0.06182457468598197,0.3537696897983551,0.022392278537154198
20,1.0,-0.12955286108945022,0.05083759295673488,0.13887496883203412,0.1511708097094015,0.06270696409204314,0.13963594074697636,0.11545394745127711,0.07232255291590681,-0.14627970726983552,0.14421801871159662,0.02540863806763114,0.11315365725214678,0.17640672052508605,0.07422165941629626,-0.04590123673119337,0.21562324464321136,-0.03750419244170189
21,1.0,-0.10456573273399311,-0.2679655226474985,-0.063718702139515,0.19145872493843175,-0.03768652675390633,-0.16212584460403487,0.09843627244835694,0.06441194639741009,-0.15280451730657157,0.14483305094284996,0.019454244216895213,0.10397718348280693,0.1861486676459634,0.06567603026866772,-0.03667304767423776,0.36196014285087585,0.019766556099057198
22,1.0,-0.1340154902612884,0.06993727458286267,0.0255891604597758,0.15935322323690182,0.04754683092124193,0.11166430381817938,-0.1840470088268451,-0.1654231696303021,0.1326706957602771,0.14565262931686127,0.12353658979685171,-0.11485232271222154,0.22615073814509576,-0.1076250068721181,0.020232153566504416,0.29690003395080566,-0.030029848217964172
23,1.0,-0.053935066541111513,-0.27826638942396564,-0.12405216762182948,0.19325981947566162,-0.043494692083526965,-0.18219358774417327,-0.17975289027941188,-0.17791918558750322,0.14381537751130943,0.14554409439428365,0.0941562946823013,-0.0912946716118755,0.22640826402527697,-0.11477737652163836,0.005412271194231804,0.3273997902870178,-0.00033038650872185826
