sketch_id,category,target,condition,label,num_strokes
8486-a0a44a5f-4eb9-4924-b2b6-247478e1ce8d_6,chair,straight,further,backrest,6
8486-a0a44a5f-4eb9-4924-b2b6-247478e1ce8d_6,chair,straight,further,leg,8
8486-a0a44a5f-4eb9-4924-b2b6-247478e1ce8d_6,chair,straight,further,seat,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_14,dog,pug,further,body,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_14,dog,pug,further,eye,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_14,dog,pug,further,mouth,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,body,4
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,headlight,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,hood,2
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,wheel,2
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,window,3
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_21,car,brown,closer,windshield,2
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_30,dog,bullmastiff,closer,body,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_30,dog,bullmastiff,closer,ear,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_30,dog,bullmastiff,closer,eye,1
9877-e1c91119-da46-40fa-82fe-17405ca56a3b_30,dog,bullmastiff,closer,leg,1
