head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time
56,5,44,5,Random,-9999,31234b14a6ab693e,8.397000074386597,0.3339998722076416,1644963224.785,44,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/3-7-1.png' />,<img src='/static/targets/4-5-1.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/3-7-1.png' />,1-3-2.png,3-7-1.png,4-5-1.png,1-3-2.png,3-7-1.png,913.4863755702972,2022-02-15T22:13:44.785000,1644962311.2986245
53,20,26,20,Random,-9999,31234b14a6ab693e,9.11899995803833,0.2330000400543213,1644963234.13,26,<img src='/static/targets/2-3-1.png' />,<img src='/static/targets/2-6-1.png' />,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/2-3-1.png' />,<img src='/static/targets/2-6-1.png' />,2-3-1.png,2-6-1.png,4-3-2.png,2-3-1.png,2-6-1.png,922.8313755989075,2022-02-15T22:13:54.130000,1644962311.2986245
7,48,40,48,Random,-9999,31234b14a6ab693e,2.1540000438690186,0.23000001907348633,1644963236.518,40,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/3-5-1.png' />,<img src='/static/targets/1-4-2.png' />,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/3-5-1.png' />,4-1-1.png,3-5-1.png,1-4-2.png,4-1-1.png,3-5-1.png,925.219375371933,2022-02-15T22:13:56.518000,1644962311.2986245
37,43,48,43,Validation,1,31234b14a6ab693e,1.1319999694824219,0.22799992561340332,1644963237.764,48,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/3-3-2.png' />,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/4-1-1.png' />,3-6-2.png,4-1-1.png,3-3-2.png,3-6-2.png,4-1-1.png,926.4653754234314,2022-02-15T22:13:57.764000,1644962311.2986245
31,51,16,16,Random,-9999,31234b14a6ab693e,2.4140000343322754,0.11400008201599121,1644963240.414,51,<img src='/static/targets/4-2-2.png' />,<img src='/static/targets/2-1-1.png' />,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/2-1-1.png' />,<img src='/static/targets/4-2-2.png' />,4-2-2.png,2-1-1.png,2-8-2.png,2-1-1.png,4-2-2.png,929.1153755187988,2022-02-15T22:14:00.414000,1644962311.2986245
2,21,37,37,Random,-9999,31234b14a6ab693e,3.2039999961853027,0.23600006103515625,1644963243.848,21,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/3-3-2.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/3-3-2.png' />,<img src='/static/targets/2-3-2.png' />,2-3-2.png,3-3-2.png,1-2-1.png,3-3-2.png,2-3-2.png,932.5493755340576,2022-02-15T22:14:03.848000,1644962311.2986245
63,4,22,4,Random,-9999,31234b14a6ab693e,1.9700000286102295,0.22999978065490723,1644963246.077,22,<img src='/static/targets/1-3-1.png' />,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/4-8-2.png' />,<img src='/static/targets/1-3-1.png' />,<img src='/static/targets/2-4-1.png' />,1-3-1.png,2-4-1.png,4-8-2.png,1-3-1.png,2-4-1.png,934.7783753871918,2022-02-15T22:14:06.077000,1644962311.2986245
47,50,4,4,Random,-9999,31234b14a6ab693e,3.753999948501587,0.254000186920166,1644963250.049,50,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/1-3-1.png' />,<img src='/static/targets/3-8-2.png' />,<img src='/static/targets/1-3-1.png' />,<img src='/static/targets/4-2-1.png' />,4-2-1.png,1-3-1.png,3-8-2.png,1-3-1.png,4-2-1.png,938.7503755092621,2022-02-15T22:14:10.049000,1644962311.2986245
19,59,21,21,Random,-9999,31234b14a6ab693e,4.799999952316284,0.22499990463256836,1644963255.085,59,<img src='/static/targets/4-6-2.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/2-2-2.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/4-6-2.png' />,4-6-2.png,2-3-2.png,2-2-2.png,2-3-2.png,4-6-2.png,943.7863755226135,2022-02-15T22:14:15.085000,1644962311.2986245
62,5,55,55,Random,-9999,31234b14a6ab693e,6.901000022888184,0.2350001335144043,1644963262.219,5,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/4-4-2.png' />,<img src='/static/targets/4-8-1.png' />,<img src='/static/targets/4-4-2.png' />,<img src='/static/targets/1-3-2.png' />,1-3-2.png,4-4-2.png,4-8-1.png,4-4-2.png,1-3-2.png,950.920375585556,2022-02-15T22:14:22.219000,1644962311.2986245
32,2,23,2,Random,-9999,31234b14a6ab693e,1.5880000591278076,0.2519998550415039,1644963263.943,23,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/2-4-2.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/2-4-2.png' />,1-2-1.png,2-4-2.png,3-1-1.png,1-2-1.png,2-4-2.png,952.6443755626678,2022-02-15T22:14:23.943000,1644962311.2986245
10,60,22,60,Random,-9999,31234b14a6ab693e,1.4210000038146973,0.13100004196166992,1644963265.495,22,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/1-6-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/2-4-1.png' />,4-7-1.png,2-4-1.png,1-6-1.png,4-7-1.png,2-4-1.png,954.1963753700256,2022-02-15T22:14:25.495000,1644962311.2986245
33,9,38,38,Random,-9999,31234b14a6ab693e,3.9509999752044678,0.13700008392333984,1644963269.687,9,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/3-4-1.png' />,<img src='/static/targets/3-1-2.png' />,<img src='/static/targets/3-4-1.png' />,<img src='/static/targets/1-5-2.png' />,1-5-2.png,3-4-1.png,3-1-2.png,3-4-1.png,1-5-2.png,958.3883755207062,2022-02-15T22:14:29.687000,1644962311.2986245
47,58,8,8,Random,-9999,31234b14a6ab693e,3.4529998302459717,0.24300003051757812,1644963273.39,58,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/3-8-2.png' />,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/4-6-1.png' />,4-6-1.png,1-5-1.png,3-8-2.png,1-5-1.png,4-6-1.png,962.0913755893707,2022-02-15T22:14:33.390000,1644962311.2986245
28,8,45,8,Random,-9999,31234b14a6ab693e,3.382999897003174,0.2330000400543213,1644963277.012,45,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/3-7-2.png' />,<img src='/static/targets/2-7-1.png' />,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/3-7-2.png' />,1-5-1.png,3-7-2.png,2-7-1.png,1-5-1.png,3-7-2.png,965.7133755683899,2022-02-15T22:14:37.012000,1644962311.2986245
14,23,34,34,Random,-9999,31234b14a6ab693e,3.823000192642212,0.2330000400543213,1644963281.068,23,<img src='/static/targets/2-4-2.png' />,<img src='/static/targets/3-2-1.png' />,<img src='/static/targets/1-8-1.png' />,<img src='/static/targets/3-2-1.png' />,<img src='/static/targets/2-4-2.png' />,2-4-2.png,3-2-1.png,1-8-1.png,3-2-1.png,2-4-2.png,969.7693755626678,2022-02-15T22:14:41.068000,1644962311.2986245
60,5,25,25,Random,-9999,31234b14a6ab693e,2.8449997901916504,0.22699999809265137,1644963284.137,5,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/2-5-2.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/2-5-2.png' />,<img src='/static/targets/1-3-2.png' />,1-3-2.png,2-5-2.png,4-7-1.png,2-5-2.png,1-3-2.png,972.8383755683899,2022-02-15T22:14:44.137000,1644962311.2986245
0,12,60,12,Random,-9999,31234b14a6ab693e,4.930999994277954,0.22900009155273438,1644963289.296,60,<img src='/static/targets/1-7-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/1-1-1.png' />,<img src='/static/targets/1-7-1.png' />,<img src='/static/targets/4-7-1.png' />,1-7-1.png,4-7-1.png,1-1-1.png,1-7-1.png,4-7-1.png,977.9973754882812,2022-02-15T22:14:49.296000,1644962311.2986245
38,5,58,5,Random,-9999,31234b14a6ab693e,2.3530001640319824,0.23099994659423828,1644963291.878,58,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/3-4-1.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/4-6-1.png' />,1-3-2.png,4-6-1.png,3-4-1.png,1-3-2.png,4-6-1.png,980.5793755054474,2022-02-15T22:14:51.878000,1644962311.2986245
30,56,39,56,Random,-9999,31234b14a6ab693e,6.971999883651733,0.22799992561340332,1644963299.078,39,<img src='/static/targets/4-5-1.png' />,<img src='/static/targets/3-4-2.png' />,<img src='/static/targets/2-8-1.png' />,<img src='/static/targets/4-5-1.png' />,<img src='/static/targets/3-4-2.png' />,4-5-1.png,3-4-2.png,2-8-1.png,4-5-1.png,3-4-2.png,987.7793755531311,2022-02-15T22:14:59.078000,1644962311.2986245
27,21,58,21,Random,-9999,31234b14a6ab693e,1.2110002040863037,0.2369999885559082,1644963300.411,58,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/2-6-2.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/4-6-1.png' />,2-3-2.png,4-6-1.png,2-6-2.png,2-3-2.png,4-6-1.png,989.112375497818,2022-02-15T22:15:00.411000,1644962311.2986245
21,34,12,34,Random,-9999,31234b14a6ab693e,2.115999937057495,0.11599993705749512,1644963302.769,12,<img src='/static/targets/3-2-1.png' />,<img src='/static/targets/1-7-1.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/3-2-1.png' />,<img src='/static/targets/1-7-1.png' />,3-2-1.png,1-7-1.png,2-3-2.png,3-2-1.png,1-7-1.png,991.4703755378723,2022-02-15T22:15:02.769000,1644962311.2986245
49,58,21,58,Validation,2,31234b14a6ab693e,3.0,0.24000000953674316,1644963306.008,21,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/4-1-2.png' />,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/2-3-2.png' />,4-6-1.png,2-3-2.png,4-1-2.png,4-6-1.png,2-3-2.png,994.7093753814697,2022-02-15T22:15:06.008000,1644962311.2986245
52,20,27,20,Random,-9999,31234b14a6ab693e,1.9600000381469727,0.24000000953674316,1644963308.085,27,<img src='/static/targets/2-3-1.png' />,<img src='/static/targets/2-6-2.png' />,<img src='/static/targets/4-3-1.png' />,<img src='/static/targets/2-3-1.png' />,<img src='/static/targets/2-6-2.png' />,2-3-1.png,2-6-2.png,4-3-1.png,2-3-1.png,2-6-2.png,996.7863755226135,2022-02-15T22:15:08.085000,1644962311.2986245
5,43,19,43,Random,-9999,31234b14a6ab693e,3.253000020980835,0.21899986267089844,1644963311.671,19,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/2-2-2.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/2-2-2.png' />,3-6-2.png,2-2-2.png,1-3-2.png,3-6-2.png,2-2-2.png,1000.3723754882812,2022-02-15T22:15:11.671000,1644962311.2986245
7,26,18,26,Random,-9999,31234b14a6ab693e,3.197000026702881,0.25,1644963315.123,18,<img src='/static/targets/2-6-1.png' />,<img src='/static/targets/2-2-1.png' />,<img src='/static/targets/1-4-2.png' />,<img src='/static/targets/2-6-1.png' />,<img src='/static/targets/2-2-1.png' />,2-6-1.png,2-2-1.png,1-4-2.png,2-6-1.png,2-2-1.png,1003.8243753910065,2022-02-15T22:15:15.123000,1644962311.2986245
22,40,61,61,Validation,3,31234b14a6ab693e,2.007999897003174,0.2390000820159912,1644963317.254,40,<img src='/static/targets/3-5-1.png' />,<img src='/static/targets/4-7-2.png' />,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/4-7-2.png' />,<img src='/static/targets/3-5-1.png' />,3-5-1.png,4-7-2.png,2-4-1.png,4-7-2.png,3-5-1.png,1005.9553754329681,2022-02-15T22:15:17.254000,1644962311.2986245
48,19,50,50,Validation,4,31234b14a6ab693e,1.7569999694824219,0.12400007247924805,1644963319.141,19,<img src='/static/targets/2-2-2.png' />,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/2-2-2.png' />,2-2-2.png,4-2-1.png,4-1-1.png,4-2-1.png,2-2-2.png,1007.8423755168915,2022-02-15T22:15:19.141000,1644962311.2986245
51,42,31,31,Random,-9999,31234b14a6ab693e,3.2269999980926514,0.11700010299682617,1644963322.594,42,<img src='/static/targets/3-6-1.png' />,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/4-2-2.png' />,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/3-6-1.png' />,3-6-1.png,2-8-2.png,4-2-2.png,2-8-2.png,3-6-1.png,1011.295375585556,2022-02-15T22:15:22.594000,1644962311.2986245
16,17,13,17,Random,-9999,31234b14a6ab693e,1.6400001049041748,0.23199987411499023,1644963324.347,13,<img src='/static/targets/2-1-2.png' />,<img src='/static/targets/1-7-2.png' />,<img src='/static/targets/2-1-1.png' />,<img src='/static/targets/2-1-2.png' />,<img src='/static/targets/1-7-2.png' />,2-1-2.png,1-7-2.png,2-1-1.png,2-1-2.png,1-7-2.png,1013.0483753681183,2022-02-15T22:15:24.347000,1644962311.2986245
42,32,31,32,Validation,5,31234b14a6ab693e,1.2170000076293945,0.11800003051757812,1644963325.694,31,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/3-6-1.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/2-8-2.png' />,3-1-1.png,2-8-2.png,3-6-1.png,3-1-1.png,2-8-2.png,1014.3953754901886,2022-02-15T22:15:25.694000,1644962311.2986245
60,59,16,59,Random,-9999,31234b14a6ab693e,1.434999942779541,0.125,1644963327.247,16,<img src='/static/targets/4-6-2.png' />,<img src='/static/targets/2-1-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/4-6-2.png' />,<img src='/static/targets/2-1-1.png' />,4-6-2.png,2-1-1.png,4-7-1.png,4-6-2.png,2-1-1.png,1015.9483754634857,2022-02-15T22:15:27.247000,1644962311.2986245
22,27,35,27,Random,-9999,31234b14a6ab693e,1.5169999599456787,0.12400007247924805,1644963328.893,35,<img src='/static/targets/2-6-2.png' />,<img src='/static/targets/3-2-2.png' />,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/2-6-2.png' />,<img src='/static/targets/3-2-2.png' />,2-6-2.png,3-2-2.png,2-4-1.png,2-6-2.png,3-2-2.png,1017.594375371933,2022-02-15T22:15:28.893000,1644962311.2986245
50,22,8,8,Random,-9999,31234b14a6ab693e,1.8869998455047607,0.1119999885559082,1644963330.884,22,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/1-5-1.png' />,<img src='/static/targets/2-4-1.png' />,2-4-1.png,1-5-1.png,4-2-1.png,1-5-1.png,2-4-1.png,1019.5853755474091,2022-02-15T22:15:30.884000,1644962311.2986245
33,53,62,62,Random,-9999,31234b14a6ab693e,4.05400013923645,0.22600007057189941,1644963335.165,53,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/4-8-1.png' />,<img src='/static/targets/3-1-2.png' />,<img src='/static/targets/4-8-1.png' />,<img src='/static/targets/4-3-2.png' />,4-3-2.png,4-8-1.png,3-1-2.png,4-8-1.png,4-3-2.png,1023.8663754463196,2022-02-15T22:15:35.165000,1644962311.2986245
60,28,42,42,Random,-9999,31234b14a6ab693e,1.63100004196167,0.2259998321533203,1644963337.02,28,<img src='/static/targets/2-7-1.png' />,<img src='/static/targets/3-6-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/3-6-1.png' />,<img src='/static/targets/2-7-1.png' />,2-7-1.png,3-6-1.png,4-7-1.png,3-6-1.png,2-7-1.png,1025.721375465393,2022-02-15T22:15:37.020000,1644962311.2986245
18,37,45,37,Random,-9999,31234b14a6ab693e,2.180000066757202,0.12400007247924805,1644963339.327,45,<img src='/static/targets/3-3-2.png' />,<img src='/static/targets/3-7-2.png' />,<img src='/static/targets/2-2-1.png' />,<img src='/static/targets/3-3-2.png' />,<img src='/static/targets/3-7-2.png' />,3-3-2.png,3-7-2.png,2-2-1.png,3-3-2.png,3-7-2.png,1028.0283753871918,2022-02-15T22:15:39.327000,1644962311.2986245
6,21,14,14,Random,-9999,31234b14a6ab693e,1.2300000190734863,0.1230001449584961,1644963340.675,21,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/1-8-1.png' />,<img src='/static/targets/1-4-1.png' />,<img src='/static/targets/1-8-1.png' />,<img src='/static/targets/2-3-2.png' />,2-3-2.png,1-8-1.png,1-4-1.png,1-8-1.png,2-3-2.png,1029.3763754367828,2022-02-15T22:15:40.675000,1644962311.2986245
7,55,5,5,Random,-9999,31234b14a6ab693e,1.2409999370574951,0.11899995803833008,1644963342.039,55,<img src='/static/targets/4-4-2.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/1-4-2.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/4-4-2.png' />,4-4-2.png,1-3-2.png,1-4-2.png,1-3-2.png,4-4-2.png,1030.7403755187988,2022-02-15T22:15:42.039000,1644962311.2986245
43,17,9,9,Random,-9999,31234b14a6ab693e,4.776000022888184,0.12099981307983398,1644963347.052,17,<img src='/static/targets/2-1-2.png' />,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/2-1-2.png' />,2-1-2.png,1-5-2.png,3-6-2.png,1-5-2.png,2-1-2.png,1035.753375530243,2022-02-15T22:15:47.052000,1644962311.2986245
23,58,29,29,Random,-9999,31234b14a6ab693e,1.2380001544952393,0.2330000400543213,1644963348.406,58,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/2-7-2.png' />,<img src='/static/targets/2-4-2.png' />,<img src='/static/targets/2-7-2.png' />,<img src='/static/targets/4-6-1.png' />,4-6-1.png,2-7-2.png,2-4-2.png,2-7-2.png,4-6-1.png,1037.107375383377,2022-02-15T22:15:48.406000,1644962311.2986245
22,17,15,17,Random,-9999,31234b14a6ab693e,1.4070000648498535,0.11399984359741211,1644963349.925,15,<img src='/static/targets/2-1-2.png' />,<img src='/static/targets/1-8-2.png' />,<img src='/static/targets/2-4-1.png' />,<img src='/static/targets/2-1-2.png' />,<img src='/static/targets/1-8-2.png' />,2-1-2.png,1-8-2.png,2-4-1.png,2-1-2.png,1-8-2.png,1038.6263754367828,2022-02-15T22:15:49.925000,1644962311.2986245
63,38,33,38,Random,-9999,31234b14a6ab693e,1.3339998722076416,0.12199997901916504,1644963351.381,33,<img src='/static/targets/3-4-1.png' />,<img src='/static/targets/3-1-2.png' />,<img src='/static/targets/4-8-2.png' />,<img src='/static/targets/3-4-1.png' />,<img src='/static/targets/3-1-2.png' />,3-4-1.png,3-1-2.png,4-8-2.png,3-4-1.png,3-1-2.png,1040.0823755264282,2022-02-15T22:15:51.381000,1644962311.2986245
36,60,56,60,Random,-9999,31234b14a6ab693e,1.6539998054504395,0.1230001449584961,1644963353.154,56,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/4-5-1.png' />,<img src='/static/targets/3-3-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/4-5-1.png' />,4-7-1.png,4-5-1.png,3-3-1.png,4-7-1.png,4-5-1.png,1041.8553755283356,2022-02-15T22:15:53.154000,1644962311.2986245
9,29,43,43,Validation,6,31234b14a6ab693e,1.3429999351501465,0.12199997901916504,1644963354.624,29,<img src='/static/targets/2-7-2.png' />,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/3-6-2.png' />,<img src='/static/targets/2-7-2.png' />,2-7-2.png,3-6-2.png,1-5-2.png,3-6-2.png,2-7-2.png,1043.3253755569458,2022-02-15T22:15:54.624000,1644962311.2986245
60,14,21,14,Random,-9999,31234b14a6ab693e,1.0320000648498535,0.12000012397766113,1644963355.77,21,<img src='/static/targets/1-8-1.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/1-8-1.png' />,<img src='/static/targets/2-3-2.png' />,1-8-1.png,2-3-2.png,4-7-1.png,1-8-1.png,2-3-2.png,1044.471375465393,2022-02-15T22:15:55.770000,1644962311.2986245
13,32,10,32,Random,-9999,31234b14a6ab693e,1.1570000648498535,0.11399984359741211,1644963357.05,10,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/1-6-1.png' />,<img src='/static/targets/1-7-2.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/1-6-1.png' />,3-1-1.png,1-6-1.png,1-7-2.png,3-1-1.png,1-6-1.png,1045.7513754367828,2022-02-15T22:15:57.050000,1644962311.2986245
58,7,53,7,Random,-9999,31234b14a6ab693e,1.4900000095367432,0.11800003051757812,1644963358.652,53,<img src='/static/targets/1-4-2.png' />,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/4-6-1.png' />,<img src='/static/targets/1-4-2.png' />,<img src='/static/targets/4-3-2.png' />,1-4-2.png,4-3-2.png,4-6-1.png,1-4-2.png,4-3-2.png,1047.3533754348755,2022-02-15T22:15:58.652000,1644962311.2986245
34,20,12,12,Random,-9999,31234b14a6ab693e,6.438999891281128,0.12199997901916504,1644963365.332,20,<img src='/static/targets/2-3-1.png' />,<img src='/static/targets/1-7-1.png' />,<img src='/static/targets/3-2-1.png' />,<img src='/static/targets/1-7-1.png' />,<img src='/static/targets/2-3-1.png' />,2-3-1.png,1-7-1.png,3-2-1.png,1-7-1.png,2-3-1.png,1054.0333755016327,2022-02-15T22:16:05.332000,1644962311.2986245
50,41,24,41,Random,-9999,31234b14a6ab693e,2.6610000133514404,0.23400020599365234,1644963368.225,24,<img src='/static/targets/3-5-2.png' />,<img src='/static/targets/2-5-1.png' />,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/3-5-2.png' />,<img src='/static/targets/2-5-1.png' />,3-5-2.png,2-5-1.png,4-2-1.png,3-5-2.png,2-5-1.png,1056.9263753890991,2022-02-15T22:16:08.225000,1644962311.2986245
44,60,56,60,Random,-9999,31234b14a6ab693e,3.1690001487731934,0.23999977111816406,1644963371.628,56,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/4-5-1.png' />,<img src='/static/targets/3-7-1.png' />,<img src='/static/targets/4-7-1.png' />,<img src='/static/targets/4-5-1.png' />,4-7-1.png,4-5-1.png,3-7-1.png,4-7-1.png,4-5-1.png,1060.3293755054474,2022-02-15T22:16:11.628000,1644962311.2986245
25,3,53,53,Random,-9999,31234b14a6ab693e,1.636000156402588,0.22899985313415527,1644963373.381,3,<img src='/static/targets/1-2-2.png' />,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/2-5-2.png' />,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/1-2-2.png' />,1-2-2.png,4-3-2.png,2-5-2.png,4-3-2.png,1-2-2.png,1062.0823755264282,2022-02-15T22:16:13.381000,1644962311.2986245
36,30,21,30,Random,-9999,31234b14a6ab693e,1.748999834060669,0.11599993705749512,1644963375.25,21,<img src='/static/targets/2-8-1.png' />,<img src='/static/targets/2-3-2.png' />,<img src='/static/targets/3-3-1.png' />,<img src='/static/targets/2-8-1.png' />,<img src='/static/targets/2-3-2.png' />,2-8-1.png,2-3-2.png,3-3-1.png,2-8-1.png,2-3-2.png,1063.9513754844666,2022-02-15T22:16:15.250000,1644962311.2986245
53,0,2,2,Random,-9999,31234b14a6ab693e,1.2310001850128174,0.12800002098083496,1644963376.61,0,<img src='/static/targets/1-1-1.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/4-3-2.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/1-1-1.png' />,1-1-1.png,1-2-1.png,4-3-2.png,1-2-1.png,1-1-1.png,1065.3113753795624,2022-02-15T22:16:16.610000,1644962311.2986245
28,27,18,18,Random,-9999,31234b14a6ab693e,1.3849999904632568,0.11999988555908203,1644963378.115,27,<img src='/static/targets/2-6-2.png' />,<img src='/static/targets/2-2-1.png' />,<img src='/static/targets/2-7-1.png' />,<img src='/static/targets/2-2-1.png' />,<img src='/static/targets/2-6-2.png' />,2-6-2.png,2-2-1.png,2-7-1.png,2-2-1.png,2-6-2.png,1066.8163754940033,2022-02-15T22:16:18.115000,1644962311.2986245
30,48,6,48,Random,-9999,31234b14a6ab693e,1.6449999809265137,0.1230001449584961,1644963379.886,6,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/1-4-1.png' />,<img src='/static/targets/2-8-1.png' />,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/1-4-1.png' />,4-1-1.png,1-4-1.png,2-8-1.png,4-1-1.png,1-4-1.png,1068.5873754024506,2022-02-15T22:16:19.886000,1644962311.2986245
59,10,32,32,Random,-9999,31234b14a6ab693e,4.674999952316284,0.10899996757507324,1644963384.785,10,<img src='/static/targets/1-6-1.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/4-6-2.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/1-6-1.png' />,1-6-1.png,3-1-1.png,4-6-2.png,3-1-1.png,1-6-1.png,1073.4863755702972,2022-02-15T22:16:24.785000,1644962311.2986245
50,9,2,9,Random,-9999,31234b14a6ab693e,1.494999885559082,0.2330000400543213,1644963386.396,2,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/4-2-1.png' />,<img src='/static/targets/1-5-2.png' />,<img src='/static/targets/1-2-1.png' />,1-5-2.png,1-2-1.png,4-2-1.png,1-5-2.png,1-2-1.png,1075.0973753929138,2022-02-15T22:16:26.396000,1644962311.2986245
44,5,16,5,Random,-9999,31234b14a6ab693e,1.4079999923706055,0.11899995803833008,1644963387.923,16,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/2-1-1.png' />,<img src='/static/targets/3-7-1.png' />,<img src='/static/targets/1-3-2.png' />,<img src='/static/targets/2-1-1.png' />,1-3-2.png,2-1-1.png,3-7-1.png,1-3-2.png,2-1-1.png,1076.6243755817413,2022-02-15T22:16:27.923000,1644962311.2986245
49,2,32,2,Random,-9999,31234b14a6ab693e,2.0290000438690186,0.12400007247924805,1644963390.08,32,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/3-1-1.png' />,<img src='/static/targets/4-1-2.png' />,<img src='/static/targets/1-2-1.png' />,<img src='/static/targets/3-1-1.png' />,1-2-1.png,3-1-1.png,4-1-2.png,1-2-1.png,3-1-1.png,1078.7813754081726,2022-02-15T22:16:30.080000,1644962311.2986245
48,31,40,31,Random,-9999,31234b14a6ab693e,1.503000020980835,0.23399996757507324,1644963391.822,40,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/3-5-1.png' />,<img src='/static/targets/4-1-1.png' />,<img src='/static/targets/2-8-2.png' />,<img src='/static/targets/3-5-1.png' />,2-8-2.png,3-5-1.png,4-1-1.png,2-8-2.png,3-5-1.png,1080.5233755111694,2022-02-15T22:16:31.822000,1644962311.2986245
